	PD_whole_tree	chao1	observed_otus	shannon
1001.SKB2	0.00709178152825	1649.52941176	628.0	8.91408243421
1001.SKB5	0.00676147652067	1576.89534884	578.0	8.65362964197
1001.SKD6	0.00774523442578	1715.3956044	620.0	8.90951437212
1001.SKM4	0.00646894108653	1521.98837209	566.0	8.58605804255
1001.SKD2	0.00687725263382	1666.49450549	610.0	8.86367385748
1001.SKB1	0.00725862092305	2016.42045455	655.0	9.04033245223
1001.SKM7	0.00402093269814	605.833333333	285.0	6.48603262488
1001.SKB4	0.00691941539737	1447.97894737	574.0	8.5585769478
1001.SKB7	0.00331423782791	519.689655172	217.0	6.09980902743
1001.SKB6	0.00684672298394	1624.21875	609.0	8.79639310373
1001.SKM8	0.00364036225521	832.724137931	271.0	6.42838042759
1001.SKD3	0.00685229783699	1375.91891892	602.0	8.87115607448
1001.SKB3	0.00772675975219	1837.67961165	665.0	9.07656095655
1001.SKM2	0.0071204279028	1778.06451613	633.0	8.95259528963
1001.SKM3	0.00732060675398	1909.2967033	646.0	8.97674119523
1001.SKM5	0.00677375977276	1382.78021978	562.0	8.67825266167
1001.SKD8	0.00419037600362	814.428571429	296.0	6.76792553435
1001.SKB8	0.00340395693021	718.230769231	229.0	5.31817699029
1001.SKM1	0.00733486615832	1669.41747573	640.0	8.99478431095
1001.SKB9	0.00419037376562	641.130434783	287.0	6.58295107281
1001.SKD7	0.00419215745004	744.022222222	315.0	7.00077045235
1001.SKD9	0.00445014714686	876.25	352.0	6.78385685157
1001.SKM9	0.00347642442483	681.137931034	237.0	5.96023342539
1024.DPOO1.C1.HA.1.22.rhizo.6.11.G1.L00	0.00819680535564	1603.34285714	624.0	8.87293949632
1024.DPOO1.C1.HA.2.232.rhizo.9.11.G1.L00	0.00739337861634	1462.33333333	550.0	8.50038529466
1024.DPOO1.C1.HA.2.26.rhizo.6.11.G1.L00	0.00827391445814	1541.54166667	603.0	8.87419283887
1024.DPOO1.C1.HA.3.236.bulk.9.11.G1.L00	0.00884759503553	2056.92307692	664.0	9.01717074151
1024.DPOO1.C1.HA.3.30.rhizo.6.11.G1.L00	0.00741061791502	1367.3943662	517.0	8.48456317158
1024.DPOO1.C1.HA.4.241.bulk.9.11.G1.L00	0.00916776862612	1770.2	657.0	9.00861384001
1024.DPOO1.C1.HA.5.247.rhizo.9.11.G1.L00	0.00899688852591	1996.06666667	654.0	9.00888642621
1024.HE003.C181.HA.2.126.rhizo.6.11.G1.L00	0.00723888625658	1317.5	531.0	8.51317921389
1024.HE003.C181.HA.5.138.rhizo.6.11.G1.L00	0.0073829551406	1317.5	570.0	8.72684642098
1024.MU002.C3.HA.1.61.bulk.6.11.G1.L00	0.00840054598065	1815.15533981	652.0	8.96258333875
1024.MU002.C3.HA.2.281.bulk.9.11.G1.L00	0.00881424103216	2095.40909091	655.0	8.95964290763
1024.MU002.C3.HA.2.65.bulk.6.11.G1.L00	0.00865211486118	2023.06896552	646.0	8.97017011422
1024.MU002.C3.HA.3.286.bulk.rhizo.9.11.G1.L00	0.00822754425834	1520.94117647	604.0	8.80230349028
1024.MU002.C3.HA.3.287.rhizo.9.11.G1.L00	0.00873794208494	2019.03125	667.0	9.05252862625
1024.MU002.C3.HA.5.296.bulk.9.11.G1.L00	0.00815885898035	1835.56382979	643.0	8.99571618777
1024.RU006.C181.RH.1.576.bulk.4.12.G1.L00	0.00850835146389	1991.34782609	657.0	9.01287781803
1024.SH004.C1.RH.1.1.bulk.6.11.G1.L00	0.00887344838857	1995.70588235	688.0	9.17708891692
1024.SH004.C1.RH.1.202.rhizo.9.11.G1.L00	0.00881036258161	2287.81914894	705.0	9.2175834731
1024.SH004.C1.RH.3.10.rhizo.6.11.G1.L00	0.00766022742829	1329.03157895	559.0	8.63518374357
1024.SH004.C1.RH.3.11.root.6.11.G1.L00	0.00599931063171	1397.0	422.0	6.85473303523
1024.SH004.C1.RH.3.212.rhizo.9.11.G1.L00	0.00880993176699	1870.11009174	684.0	9.15787100061
1024.SH005.C3.RH.3.261.bulk.9.11.G1.L00	0.00846825101551	1893.8440367	689.0	9.18662161443
1024.SH005.C3.RH.4.53.bulk.6.11.G1.L00	0.00922723335229	2472.03125	729.0	9.2659665924
1024.SH005.C3.RH.5.57.bulk.6.11.G1.L00	0.00890250431676	1969.11504425	705.0	9.21332189701
1024.SH007.C6.RH.3.312.rhizo.9.11.G1.L00	0.00833911069723	1729.35714286	638.0	8.9826232664
1024.SH007.C6.RH.5.321.bulk.9.11.G1.L00	0.00847167403347	1963.9245283	686.0	9.13754848169
1024.SH008.C6.HA.1.327.rhizo.9.11.G1.L00	0.00846119796478	2162.01190476	659.0	9.00964830433
1024.SH008.C6.HA.2.105.bulk.6.11.G1.L00	0.00908094773124	1870.59090909	686.0	9.1689632199
1024.SH008.C6.HA.2.107.root.6.11.G1.L00	0.00774957614192	1848.2	591.0	8.56029816663
1024.SH008.C6.HA.3.110.rhizo.6.11.G1.L00	0.00771170250157	1275.10989011	529.0	8.18373085821
1024.SH008.C6.HA.4.113.bulk.6.11.G1.L00	0.00934251039189	2004.69230769	719.0	9.27207113151
1024.SH008.C6.HA.5.117.bulk.6.11.G1.L00	0.00887078069494	2169.75	732.0	9.30541022159
1024.SH008.C6.HA.5.347.rhizo.9.11.G1.L00	0.00795156329549	1667.72043011	615.0	8.89061809177
1024.DPOO1.C1.HA.1.226.bulk.9.11.G1.L00	0.00846953450737	1669.42857143	642.0	8.99072438894
1024.RU006.C181.RH.3.586.bulk.4.12.G1.L00	0.00837895265684	1998.44680851	666.0	9.06371827838
1024.SH005.C3.RH.1.251.bulk.9.11.G1.L00	0.00917562623714	2282.6635514	735.0	9.31329917236
1024.DPOO1.C1.HA.2.25.bulk.6.11.G1.L00	0.00931543509194	2270.44329897	714.0	9.2561248218
1024.DPOO1.C1.HA.5.37.bulk.6.11.G1.L00	0.0084066848092	1813.03	649.0	9.00006900397
1024.HE003.C181.HA.4.366.bulk.9.11.G1.L00	0.00822365797479	1662.39423077	634.0	8.92019474073
1024.MU002.C3.HA.1.277.r1.rhizo.9.11.G1.L00	0.00779782626006	1759.76190476	610.0	8.87533125866
1024.RU006.C181.RH.1.377.rhizo.9.11.G1.L00	0.00872805460972	1939.25925926	685.0	9.10872575358
1024.RU006.C181.RH.4.391.bulk.9.11.G1.L00	0.00915834441649	2040.0	705.0	9.22936975693
1024.DPOO1.C1.HA.3.29.bulk.6.11.G1.L00	0.00868299251975	1934.8	653.0	8.97434312847
1024.HE003.C181.HA.1.122.rhizo.6.11.G1.L00	0.0068024150993	1031.01098901	491.0	8.326760708
1024.MU002.C3.HA.4.73.bulk.6.11.G1.L00	0.00876719719495	1967.95744681	662.0	9.06394900278
1024.MU002.C3.HA.5.496.bulk.4.12.G1.L00	0.00898089691112	2091.3364486	711.0	9.24525804515
1024.SH005.C3.RH.5.271.bulk.9.11.G1.L00	0.00936669755541	2228.98165138	736.0	9.33497357932
1024.MU002.C3.HA.5.77.bulk.6.11.G1.L00	0.00908777362518	2219.22105263	693.0	9.12512783605
