sample_name	sample_accession
1774.BLANK11	ERS1249487
1774.15Fecal22.10.09	ERS1248944
1774.11Nasal22.10.09	ERS1248904
1774.16BI22.10.09	ERS1248953
1774.1Nasal22.10.09	ERS1248987
1774.19Nasal22.10.09	ERS1248983
1774.19BI22.10.09	ERS1248982
1774.11Oral22.10.09	ERS1248905
1774.18Nasal22.10.09	ERS1248980
1774.10BI	ERS1248890
1774.17BI22.10.09	ERS1248966
1774.15BI22.10.09	ERS1248943
1774.Blank96	None
1774.411.Skin.Puer	ERS1249238
1774.21BI22.10.09	ERS1249004
1774.459.Skin.Puer	ERS1249290
1774.26BI22.10.09	ERS1249066
1774.206.Skin.Puer	ERS1248991
1774.63BI24.10.09	ERS1249430
1774.249.Oral.Puer	ERS1249038
1774.Blank16	ERS1249564
1774.333.Skin.Puer	ERS1249145
1774.450.Skin.Puer	ERS1249281
1774.39.Vagi.Puer	ERS1249210
1774.263.Skin.Puer	ERS1249059
1774.L507.Vagi.Puer	ERS1249594
1774.Blank18	ERS1249566
1774.Blank19	ERS1249567
1774.10.Skin.Puer	ERS1248889
1774.111.Oral.Puer	ERS1248894
1774.504.Skin.Puer	ERS1249354
1774.354.Skin.Puer	ERS1249173
1774.42Fecal23.10.09	ERS1249250
1774.436.Oral.Puer	ERS1249260
1774.8Fecal22.10.09	ERS1249463
1774.517.Inte.Puer	ERS1249364
1774.238.Oral.Puer	ERS1249024
1774.278.Skin.Puer	ERS1249077
1774.29.Oral.Puer	ERS1249093
1774.12Oral23.10.09	ERS1248913
1774.472.Skin.Puer	ERS1249308
1774.L579.Vagi.Puer	ERS1249639
1774.26Fecal22.10.09	ERS1249067
1774.Blank89	ERS1249579
1774.19.Skin.Puer	ERS1248981
1774.384.Skin.Puer	ERS1249205
1774.Blank81	ERS1249572
1774.35.Skin.Puer	ERS1249168
1774.Blank83	ERS1249574
1774.Blank82	ERS1249573
1774.Blank85	ERS1249576
1774.157.Skin.Puer	ERS1248940
1774.Blank86	ERS1249577
1774.307.Skin.Puer	ERS1249112
1774.528.Inte.Puer	ERS1249379
1774.519.Skin.Puer	ERS1249366
1774.52BI23.10.09	ERS1249381
1774.401.Inte.Puer	ERS1249224
1774.282.Oral.Puer	ERS1249085
1774.138.Vagi.Puer	ERS1248923
1774.38Oral23.10.09	ERS1249209
1774.479.Vagi.Puer	ERS1249315
1774.355.Skin.Puer	ERS1249174
1774.476.Skin.Puer	ERS1249312
1774.140.Skin.Puer	ERS1248929
1774.120.Skin.Puer	ERS1248907
1774.139.Oral.Puer	ERS1248924
1774.L560.Oral.Puer	ERS1249628
1774.165.Inte.Puer	ERS1248952
1774.332.Skin.Puer	ERS1249144
1774.277.Skin.Puer	ERS1249076
1774.44Fecal23.10.09	ERS1249279
1774.62BI24.10.09	ERS1249426
1774.L505.Skin.Puer	ERS1249592
1774.478.Inte.Puer	ERS1249314
1774.51Vaginal23.10.09	ERS1249370
1774.L527.Areo.Puer	ERS1249611
1774.L538.Skin.Puer	ERS1249619
1774.241.Skin.Puer	ERS1249030
1774.L514.Oral.Puer	ERS1249600
1774.488.Skin.Puer	ERS1249327
1774.BLANK14	ERS1249494
1774.BLANK15	ERS1249495
1774.BLANK12	ERS1249492
1774.BLANK13	ERS1249493
1774.BLANK10	ERS1249476
1774.45Fecal23.10.09	ERS1249292
1774.L541.Areo.Puer	ERS1249622
1774.34Oral23.10.09	ERS1249167
1774.463.Oral.Puer	ERS1249296
1774.409.Skin.Puer	ERS1249232
1774.460.Skin.Puer	ERS1249293
1774.13.Skin.Puer	ERS1248914
1774.27BI22.10.09	ERS1249079
1774.321.Skin.Puer	ERS1249134
1774.319.Inte.Puer	ERS1249128
1774.383.Skin.Puer	ERS1249204
1774.155.Oral.Puer	ERS1248938
1774.230.Skin.Puer	ERS1249022
1774.5Fecal22.10.09	ERS1249413
1774.415.Skin.Puer	ERS1249242
1774.413.Vagi.Puer	ERS1249240
1774.179.Skin.Puer	ERS1248965
1774.L519.Skin.Puer	ERS1249604
1774.352.Inte.Puer	ERS1249171
1774.32BI23.10.09	ERS1249139
1774.308.Inte.Puer	ERS1249113
1774.438.Skin.Puer	ERS1249262
1774.BLANK80	ERS1249559
1774.L567.Oral.Puer	ERS1249633
1774.L528.Oral.Puer	ERS1249612
1774.L523.Skin.Puer	ERS1249607
1774.35Nasal23.10.09	ERS1249181
1774.412.Inte.Puer	ERS1249239
1774.461.Skin.Puer	ERS1249294
1774.L4.1Milk.Puer	ERS1249587
1774.53BI23.10.09	ERS1249388
1774.L586.Areo.Puer	ERS1249646
1774.62.Oral.Puer	ERS1249425
1774.8.Skin.Puer	ERS1249461
1774.260.Oral.Puer	ERS1249056
1774.41Fecal23.10.09	ERS1249247
1774.375.Oral.Puer	ERS1249192
1774.39Fecal23.10.09	ERS1249215
1774.489.Inte.Puer	ERS1249328
1774.264.Inte.Puer	ERS1249060
1774.515.Skin.Puer	ERS1249362
1774.185.Skin.Puer	ERS1248975
1774.3Nasal22.10.09	ERS1249219
1774.363.Inte.Puer	ERS1249187
1774.224.Skin.Puer	ERS1249012
1774.25Fecal22.10.09	ERS1249053
1774.186.Skin.Puer	ERS1248976
1774.65Fecal24.10.09	ERS1249440
1774.41.Skin.Puer	ERS1249236
1774.42Nasal23.10.09	ERS1249251
1774.133.Oral.Puer	ERS1248918
1774.49Vaginal23.10.09	ERS1249345
1774.505.Skin.Puer	ERS1249355
1774.L534.Inte.Puer	ERS1249617
1774.309.Oral.Puer	ERS1249114
1774.L513.Oral.Puer	ERS1249599
1774.31.Skin.Puer	ERS1249118
1774.L592.Skin.Puer	ERS1249652
1774.38.Inte.Puer	ERS1249200
1774.56.Oral.Puer	ERS1249396
1774.475.Skin.Puer	ERS1249311
1774.32Fecal23.10.09	ERS1249140
1774.L562.Oral.Puer	ERS1249629
1774.513.Oral.Puer	ERS1249360
1774.14BI23.10.09	ERS1248933
1774.54Fecal23.10.09	ERS1249393
1774.119.Skin.Puer	ERS1248902
1774.L593.Inte.Puer	ERS1249653
1774.134.Skin.Puer	ERS1248919
1774.8Oral22.10.09	ERS1249464
1774.378.Skin.Puer	ERS1249195
1774.219.Skin.Puer	ERS1249003
1774.34.Oral.Puer	ERS1249154
1774.350.Skin.Puer	ERS1249169
1774.439.Skin.Puer	ERS1249263
1774.403.Oral.Puer	ERS1249226
1774.BLANK99	ERS1249563
1774.L524.Skin.Puer	ERS1249608
1774.53Oral23.10.09	ERS1249391
1774.128.Oral.Puer	ERS1248909
1774.L563.Areo.Puer	ERS1249630
1774.529.Oral.Puer	ERS1249380
1774.63Nasal24.10.09	ERS1249432
1774.248.Vagi.Puer	ERS1249037
1774.61Vaginal24.10.09	ERS1249424
1774.341.Inte.Puer	ERS1249156
1774.36Oral23.10.09	ERS1249190
1774.BLANK61	ERS1249538
1774.229.Skin.Puer	ERS1249017
1774.6Oral22.10.09	ERS1249456
1774.46BI23.10.09	ERS1249303
1774.35Fecal23.10.09	ERS1249180
1774.474.Oral.Puer	ERS1249310
1774.239.Skin.Puer	ERS1249025
1774.305.Skin.Puer	ERS1249110
1774.39Oral23.10.09	ERS1249216
1774.L4.2Milk.Puer	ERS1249588
1774.27.Inte.Puer	ERS1249069
1774.446.Vagi.Puer	ERS1249274
1774.173.Skin.Puer	ERS1248959
1774.L582.Skin.Puer	ERS1249642
1774.440.Inte.Puer	ERS1249268
1774.135.Skin.Puer	ERS1248920
1774.38BI23.10.09	ERS1249207
1774.BLANK49	ERS1249524
1774.BLANK69	ERS1249546
1774.BLANK45	ERS1249520
1774.BLANK47	ERS1249522
1774.BLANK46	ERS1249521
1774.BLANK41	ERS1249516
1774.BLANK40	ERS1249515
1774.BLANK43	ERS1249518
1774.BLANK42	ERS1249517
1774.22Oral22.10.09	ERS1249020
1774.24Fecal22.10.09	ERS1249040
1774.465.Skin.Puer	ERS1249298
1774.16.Inte.Puer	ERS1248946
1774.23BI22.10.09	ERS1249026
1774.484.Inte.Puer	ERS1249323
1774.BLANK36	ERS1249510
1774.316.Skin.Puer	ERS1249125
1774.280.Inte.Puer	ERS1249083
1774.455.Skin.Puer	ERS1249286
1774.325.Vagi.Puer	ERS1249138
1774.361.Skin.Puer	ERS1249185
1774.12.Oral.Puer	ERS1248906
1774.273.Skin.Puer	ERS1249072
1774.60BI24.10.09	ERS1249417
1774.59BI24.10.09	ERS1249410
1774.40.Oral.Puer	ERS1249222
1774.48BI23.10.09	ERS1249329
1774.276.Oral.Puer	ERS1249075
1774.175.Skin.Puer	ERS1248961
1774.26Oral22.10.09	ERS1249068
1774.3Fecal22.10.09	ERS1249218
1774.20.Skin.Puer	ERS1248989
1774.339.Skin.Puer	ERS1249151
1774.141.Skin.Puer	ERS1248930
1774.247.Inte.Puer	ERS1249036
1774.407.Inte.Puer	ERS1249230
1774.490.Vagi.Puer	ERS1249332
1774.356.Skin.Puer	ERS1249175
1774.323.Skin.Puer	ERS1249136
1774.2.Skin.Puer	ERS1248988
1774.63.Skin.Puer	ERS1249429
1774.L578.Inte.Puer	ERS1249638
1774.35Oral23.10.09	ERS1249182
1774.21.Skin.Puer	ERS1248999
1774.32Oral23.10.09	ERS1249141
1774.37Nasal23.10.09	ERS1249199
1774.265.Oral.Puer	ERS1249061
1774.442.Skin.Puer	ERS1249270
1774.50Nasal23.10.09	ERS1249358
1774.5BI22.10.09	ERS1249412
1774.483.Skin.Puer	ERS1249322
1774.132.Inte.Puer	ERS1248917
1774.12Fecal23.10.09	ERS1248912
1774.29Oral22.10.09	ERS1249099
1774.62Oral24.10.09	ERS1249428
1774.66BI24.10.09	ERS1249444
1774.117.Oral.Puer	ERS1248900
1774.58BI24.10.09	ERS1249406
1774.38Fecal23.10.09	ERS1249208
1774.Blank87	ERS1249578
1774.1.Oral.Puer	ERS1248888
1774.23.Oral.Puer	ERS1249021
1774.491.Oral.Puer	ERS1249333
1774.56Nasal23.10.09	ERS1249398
1774.156.Skin.Puer	ERS1248939
1774.4.Skin.Puer	ERS1249221
1774.47Nasal23.10.09	ERS1249318
1774.129.Skin.Puer	ERS1248910
1774.28Oral22.10.09	ERS1249092
1774.L577.Skin.Puer	ERS1249637
1774.225.Inte.Puer	ERS1249013
1774.360.Skin.Puer	ERS1249184
1774.451.Inte.Puer	ERS1249282
1774.228.Skin.Puer	ERS1249016
1774.39BI23.10.09	ERS1249214
1774.377.Skin.Puer	ERS1249194
1774.220.Inte.Puer	ERS1249008
1774.349.Skin.Puer	ERS1249164
1774.274.Skin.Puer	ERS1249073
1774.417.Skin.Puer	ERS1249244
1774.65Nasal24.10.09	ERS1249441
1774.433.Skin.Puer	ERS1249257
1774.242.Inte.Puer	ERS1249031
1774.37Fecal23.10.09	ERS1249198
1774.115.Inte.Puer	ERS1248898
1774.57Fecal23.10.09	ERS1249403
1774.60.Inte.Puer	ERS1249416
1774.60Fecal24.10.09	ERS1249418
1774.311.Skin.Puer	ERS1249120
1774.310.Skin.Puer	ERS1249119
1774.20Nasal22.10.09	ERS1248997
1774.174.Skin.Puer	ERS1248960
1774.522.Inte.Puer	ERS1249373
1774.430.Oral.Puer	ERS1249254
1774.L589.Oral.Puer	ERS1249649
1774.40Oral23.10.09	ERS1249235
1774.448.Skin.Puer	ERS1249276
1774.L509.Oral.Puer	ERS1249595
1774.65Oral24.10.09	ERS1249442
1774.67BI24.10.09	ERS1249447
1774.118.Skin.Puer	ERS1248901
1774.530.Skin.Puer	ERS1249384
1774.244.Skin.Puer	ERS1249033
1774.57Nasal23.10.09	ERS1249404
1774.130.Skin.Puer	ERS1248915
1774.221.Oral.Puer	ERS1249009
1774.469.Oral.Puer	ERS1249302
1774.35BI23.10.09	ERS1249179
1774.121.Inte.Puer	ERS1248908
1774.320.Oral.Puer	ERS1249133
1774.28BI22.10.09	ERS1249090
1774.BLANK76	ERS1249554
1774.BLANK77	ERS1249555
1774.BLANK70	ERS1249548
1774.54BI23.10.09	ERS1249392
1774.BLANK72	ERS1249550
1774.BLANK73	ERS1249551
1774.49Nasal23.10.09	ERS1249344
1774.BLANK79	ERS1249557
1774.385.Inte.Puer	ERS1249206
1774.37BI23.10.09	ERS1249197
1774.2Nasal22.10.09	ERS1249101
1774.1BI22.10.09	ERS1248985
1774.L522.Oral.Puer	ERS1249606
1774.492.Skin.Puer	ERS1249334
1774.36.Skin.Puer	ERS1249183
1774.462.Inte.Puer	ERS1249295
1774.15Oral22.10.09	ERS1248945
1774.116.Vagi.Puer	ERS1248899
1774.69Oral24.10.09	ERS1249453
1774.501.Vagi.Puer	ERS1249351
1774.381.Oral.Puer	ERS1249202
1774.246.Skin.Puer	ERS1249035
1774.207.Skin.Puer	ERS1248992
1774.29Fecal22.10.09	ERS1249097
1774.254.Oral.Puer	ERS1249046
1774.64Oral24.10.09	ERS1249437
1774.6BI22.10.09	ERS1249454
1774.283.Skin.Puer	ERS1249086
1774.279.Skin.Puer	ERS1249078
1774.496.Oral.Puer	ERS1249338
1774.32.Skin.Puer	ERS1249132
1774.187.Inte.Puer	ERS1248977
1774.255.Skin.Puer	ERS1249047
1774.464.Skin.Puer	ERS1249297
1774.453.Skin.Puer	ERS1249284
1774.7Nasal22.10.09	ERS1249459
1774.243.Oral.Puer	ERS1249032
1774.163.Skin.Puer	ERS1248950
1774.95.Oral.Puer	ERS1249467
1774.L540.Skin.Puer	ERS1249621
1774.380.Vagi.Puer	ERS1249201
1774.284.Skin.Puer	ERS1249087
1774.518.Oral.Puer	ERS1249365
1774.452.Oral.Puer	ERS1249283
1774.48Fecal23.10.09	ERS1249330
1774.269.Inte.Puer	ERS1249065
1774.43Fecal23.10.09	ERS1249265
1774.51Nasal23.10.09	ERS1249369
1774.16Oral22.10.09	ERS1248956
1774.L557.Skin.Puer	ERS1249625
1774.L581.Oral.Puer	ERS1249641
1774.523.Vagi.Puer	ERS1249374
1774.443.Skin.Puer	ERS1249271
1774.136.Skin.Puer	ERS1248921
1774.172.Oral.Puer	ERS1248958
1774.322.Skin.Puer	ERS1249135
1774.50BI23.10.09	ERS1249357
1774.61BI24.10.09	ERS1249421
1774.178.Skin.Puer	ERS1248964
1774.331.Oral.Puer	ERS1249143
1774.L504.Skin.Puer	ERS1249591
1774.9BI22.10.09	ERS1249472
1774.69BI24.10.09	ERS1249450
1774.382.Skin.Puer	ERS1249203
1774.22Fecal22.10.09	ERS1249019
1774.435.Vagi.Puer	ERS1249259
1774.470.Skin.Puer	ERS1249306
1774.180.Skin.Puer	ERS1248970
1774.L533.Skin.Puer	ERS1249616
1774.261.Skin.Puer	ERS1249057
1774.4Fecal22.10.09	ERS1249347
1774.L587.Oral.Puer	ERS1249647
1774.36Fecal23.10.09	ERS1249189
1774.49BI23.10.09	ERS1249342
1774.12BI23.10.09	ERS1248911
1774.404.Skin.Puer	ERS1249227
